Id	Character	Name	Ability Element	Ability Pot. %	Ability Range	Ability Text	Ability Type	Command ATB	Command Sigil	Effect0	Effect0_Condition	Effect0_Duration	Effect0_EffectCount	Effect0_Extend	Effect0_Pot	Effect0_PotMax	Effect0_Range	Effect0_Type	Effect1	Effect1_Condition	Effect1_Duration	Effect1_EffectCount	Effect1_Extend	Effect1_Pot	Effect1_PotMax	Effect1_Range	Effect1_Type	Effect2	Effect2_Condition	Effect2_Duration	Effect2_EffectCount	Effect2_Extend	Effect2_Pot	Effect2_PotMax	Effect2_Range	Effect2_Type	Effect3	Effect3_Condition	Effect3_Duration	Effect3_Extend	Effect3_Pot	Effect3_Range	Effect3_Type	GachaType	Initial Charge Time	MateriaSupport0	MateriaSupport1	MateriaSupport2	Recharge Time	Use Count
2038	Barret	Teacher's Paper Fan	Wind	500.0	All Enemies	Deal 500.0% Phys. Wind damage [Rng: All Enemies] \nWhen HP is greater than 50.0%, Wind Resistance Down [Pot: High] [Rng: All Enemies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nApplies Veil [Pot: +10.0% of target's max HP] [Rng: Self] [Dur: 60s] [Ext: 12s] 	Phys.	3		Wind Resistance Down	When HP is greater than 50.0%	30		10	High	High	All Enemies	BuffDebuff	Veil		60		12	10.0%		Self	StatusChangeEffect																	Crossover		PATK Boost I	PATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
2039	Barret	Hook Launcher	Lightning	290.0	All Enemies	Deal 290.0% Mag. Lightning damage [Rng: All Enemies] 	Mag.	4																																				Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
2040	Barret	Quad Gatling Gun	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PDEF Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	PATK Boost I	PATK Boost I		No limit
3001	Tifa	Leather Gloves	Non-Elemental	540.0	Single Enemy	Deal 540.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] \nPATK Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] 	Phys.	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect	PATK Down		25		8	High	High	Single Enemy	BuffDebuff																	Featured		PATK Boost I	PATK Boost I	ATK Boost (Fire) I		No limit
3005	Tifa	Grand Gloves	Heal	132.0	Self	Phys. heal is cast [132.0% of Healing Pot.] [Rng: Self] \nRemoves Ailment: Poison, Ailment: Silence [Rng: Self] 	Phys.	5		Removes Ailment: Poison, Ailment: Silence							Self	CancelEffect																										Featured		ATK Boost I	MATK Boost I	ATK Boost (Water) I		No limit
3006	Tifa	Sonic Striker	Non-Elemental	990.0	Single Enemy	Deal 990.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Phys.	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Featured		ATK Boost I	ATK Boost I	PATK Boost I		No limit
3007	Tifa	Tiger Fangs	Non-Elemental	540.0	Single Enemy	Deal 540.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nMATK Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		MATK Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
3010	Tifa	Crystal Gloves	Lightning	500.0	All Enemies	Deal 500.0% Mag. Lightning damage [Rng: All Enemies] 	Mag.	4																																				Featured		MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
3011	Tifa	Motor Drive	Wind	790.0	Single Enemy	Deal 790.0% Phys. Wind damage [Rng: Single Enemy] 	Phys.	4																																				Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
3013	Tifa	Kaiser Knuckles	Non-Elemental	480.0	Single Enemy	Deal 480.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nMDEF Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Mag.	4		MDEF Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Featured		ATK Boost I	ATK Boost I	MATK Boost I		No limit
3014	Tifa	Work Gloves	Heal	14.0	Self	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Self] \nPDEF Up [Pot: High] [Rng: Self] [Dur: 35s] [Ext: 11s] [Max pot: High] \nPATK Up [Pot: High] [Rng: Self] [Dur: 35s] [Ext: 11s] [Max pot: High] 	Mag.	4		PDEF Up		35		11	High	High	Self	BuffDebuff	PATK Up		35		11	High	High	Self	BuffDebuff																	Guild		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
3015	Tifa	Powersoul	Non-Elemental	900.0	Single Enemy	Deal 900.0% Mag. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Mag.	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Featured		ATK Boost I	MATK Boost I	MATK Boost I		No limit
3019	Tifa	Lifeguard Wraps	Heal	55.0	All Allies	Mag. heal is cast [55.0% of Healing Pot.] [Rng: All Allies] 	Mag.	4																																				Featured		ATK Boost I	MATK Boost I	HEAL Boost I		No limit
3020	Tifa	Feathered Gloves	Non-Elemental	420.0	Single Enemy	Deal 420.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nMDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: Mid] \nWhen HP is greater than 50.0%, Water Damage Up [Pot: High] [Rng: Self] [Dur: 35s] [Ext: 7s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	3		MDEF Down		24		8	Mid	Mid	Single Enemy	BuffDebuff	Water Damage Up	When HP is greater than 50.0%	35		7	High	High	Self	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		ATK Boost I	ATK Boost (Water) I	△ Triangle Boost I (+2)		No limit
3024	Tifa	Bahamut Knuckles	Non-Elemental	450.0	Single Enemy	Deal 450.0% Mag. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Mag.	4	◊ Diamond	Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Grindable		ATK Boost I	ATK Boost I	MATK Boost I		No limit
3025	Tifa	Holy Flame Gloves	Ice	800.0	Single Enemy	Deal 800.0% Phys. Ice damage [Rng: Single Enemy] 	Phys.	4																																				Featured		PATK Boost I	PATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
3027	Tifa	Amarant's Claws	Non-Elemental	720.0	Single Enemy	Deal 720.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nPATK Up [Pot: High] [Rng: Self] [Dur: 40s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] \nWhen HP is greater than 50.0%, MATK Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Phys.	4		PATK Up		40		8	High	High	Self	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect	MATK Down	When HP is greater than 50.0%	30		10	Mid	High	Single Enemy	BuffDebuff								Crossover		PATK Boost I	PATK Boost I	PATK Boost I		No limit
3028	Tifa	Bunny Gloves	Water	850.0	Single Enemy	Deal 850.0% Mag. Water damage [Rng: Single Enemy] \nWhen HP is greater than 50.0%, MATK Up [Pot: Low] [Rng: Self] [Dur: 35s] [Ext: 7s] [Max pot: High] 	Mag.	4		MATK Up	When HP is greater than 50.0%	35		7	Low	High	Self	BuffDebuff																										Featured		MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
3029	Tifa	Oven Mitts	Heal	14.0	Single Ally	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Single Ally] \nPATK Up [Pot: Low] [Rng: Single Ally] [Dur: 44s] [Ext: 14s] [Max pot: Mid] \nApplies Regen [Rng: Single Ally] [Dur: 15s] [Ext: 3s] 	Mag.	4		PATK Up		44		14	Low	Mid	Single Ally	BuffDebuff	Regen		15		3	30.0%		Single Ally	StatusChangeEffect																	Event		ATK Boost I	ATK Boost I	PATK Boost I		No limit
3030	Tifa	Turks' Gloves	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PDEF Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	ATK Boost I	PATK Boost I		No limit
3031	Tifa	Guide Gloves	Non-Elemental	1300.0	Single Enemy	Deal 1300.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Phys.	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Event		PATK Boost I	ATK Boost (Fire) I	△ Triangle Boost I (+2)		No limit
3032	Tifa	Kirin Gloves	Lightning	940.0	Single Enemy	Deal 940.0% Mag. Lightning damage [Rng: Single Enemy] \nWhen HP is greater than 50.0%, MATK Up [Pot: Mid] [Rng: Self] [Dur: 35s] [Ext: 7s] [Max pot: Mid] 	Mag.	4		MATK Up	When HP is greater than 50.0%	35		7	Mid	Mid	Self	BuffDebuff																										Crossover		MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
3033	Tifa	Shell Knuckles	Fire	940.0	Single Enemy	Deal 940.0% Mag. Fire damage [Rng: Single Enemy] \nWhen HP is greater than 70.0%, x1.2 damage 	Mag.	4		Multiply Damage	When HP is greater than 70.0%				120.0%		Single Enemy	AdditionalEffect																										Featured		MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
3034	Tifa	Steward Gloves	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPATK Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PATK Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
3035	Tifa	Bahamut Fangs	Non-Elemental	1100.0	Single Enemy	Deal 1100.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nOn first use, Applies Haste [Rng: Self] [Dur: 30s] [Ext: 10s] \nMATK Up [Pot: Mid] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Mag.	4		Haste	On first use	30		10	0.0%		Self	StatusChangeEffect	MATK Up		25		8	Mid	High	All Allies	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Limited		MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
3036	Tifa	Black Cat's Paws	Lightning	290.0	All Enemies	Deal 290.0% Mag. Lightning damage [Rng: All Enemies] 	Mag.	4																																				Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
3037	Tifa	Ultimate Leather Gloves	Non-Elemental	1000.0	Single Enemy	Deal 1000.0% Phys./Mag. Non-Elemental damage [Rng: Single Enemy] \nPATK Up [Pot: Mid] [Rng: All Allies] [Dur: 30s] [Ext: 30s] [Max pot: Mid] \nMATK Up [Pot: Mid] [Rng: All Allies] [Dur: 30s] [Ext: 30s] [Max pot: Mid] 	Phys./Mag.	0		PATK Up		30		30	Mid	Mid	All Allies	BuffDebuff	MATK Up		30		30	Mid	Mid	All Allies	BuffDebuff																	Ultimate	30				30	1
3038	Tifa	Sabin's Claws	Non-Elemental	800.0	All Enemies	Deal 800.0% Phys. Non-Elemental damage [Rng: All Enemies] \nPATK Up [Pot: Mid] [Rng: Self] [Dur: 30s] [Ext: 10s] [Max pot: High] \nMATK Up [Pot: Mid] [Rng: Self] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen HP is greater than 50.0%, deals 40000 additional damage [Rng: All Enemies] \n[Crit rate:10.0%] 	Phys.	4		PATK Up		30		10	Mid	High	Self	BuffDebuff	MATK Up		30		10	Mid	High	Self	BuffDebuff	Deals Fixed Additional Damage	When HP is greater than 50.0%				40000		All Enemies	AdditionalEffect	Crit Rate				10.0%	All Enemies	AdditionalEffect	Crossover		PATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
3039	Tifa	Blue Daffodil Gloves	Non-Elemental	1100.0	Single Enemy	Deal 1100.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nApplies Exploit Weakness [Pot: 40.0%] [Rng: Self] [Dur: 70s] [Ext: 14s] \n[Crit rate:10.0%] 	Phys.	4		Exploit Weakness		70		14	40.0%		Self	StatusChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Limited		PATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
3040	Tifa	Premium Heart	Non-Elemental	2000.0	Single Enemy	Deal 2000.0% Phys./Mag. Non-Elemental damage [Rng: Single Enemy] \nApplies Haste [Rng: Self] [Dur: 30s] [Ext: 30s] 	Phys./Mag.	0		Haste		30		30	0.0%		Self	StatusChangeEffect																										Ultimate	15				50	3
3041	Tifa	Odin Gloves	Wind	450.0	Single Enemy	Deal 450.0% Mag. Wind damage [Rng: Single Enemy] 	Mag.	4																																				Grindable		ATK Boost I	MATK Boost I	MATK Boost I		No limit
3042	Tifa	Gauntlets of the Worthy	Earth	1120.0	Single Enemy	Deal 1120.0% Phys. Earth damage [Rng: Single Enemy] \nWhen HP is greater than 50.0%, Earth Damage Up [Pot: Mid] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \nOn first use, +3 ATB Gauge [Rng: Self] 	Phys.	4		Earth Damage Up	When HP is greater than 50.0%	25		8	Mid	High	All Allies	BuffDebuff	ATB+3	On first use						Self	AtbChangeEffect																	Limited		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
3043	Tifa	Járngreipr	Non-Elemental	250.0	All Enemies	Deal 250.0% Mag. Non-Elemental damage [Rng: All Enemies] \nPDEF Down [Pot: Low] [Rng: All Enemies] [Dur: 35s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PDEF Down		35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																	Event		ATK Boost I	PATK Boost I	PATK Boost I		No limit
3045	Tifa	Penance Gloves	Fire	290.0	All Enemies	Deal 290.0% Mag. Fire damage [Rng: All Enemies] 	Mag.	4																																				Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
3046	Tifa	Shining Gloves	Water	1120.0	Single Enemy	Deal 1120.0% Phys. Water damage [Rng: Single Enemy] \nPATK Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen HP is greater than 50.0%, MATK Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Phys.	4		PATK Down		30		10	Mid	High	Single Enemy	BuffDebuff	MATK Down	When HP is greater than 50.0%	30		10	Mid	High	Single Enemy	BuffDebuff																	Featured		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
3047	Tifa	Class President's Bracelet	Wind	1060.0	Single Enemy	Deal 1060.0% Phys. Wind damage [Rng: Single Enemy] \nWhen HP is greater than 50.0%, PATK Up [Pot: Mid] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] 	Phys.	4		PATK Up	When HP is greater than 50.0%	25		8	Mid	High	All Allies	BuffDebuff																										Crossover		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
3048	Tifa	Striped Moogle Gloves	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nMATK Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		MATK Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	PATK Boost I	MATK Boost I		No limit
3049	Tifa	Leather Combat Gloves	Non-Elemental	1340.0	All Enemies	Deal 1340.0% Mag. Non-Elemental damage [Rng: All Enemies] \nWhen HP is greater than 50.0%, Applies Status Ailment: Enfeeble [Rng: All Enemies] [Dur: 60s] [Ext: 12s]\nApplied Stats Buff Tier Increased [Pot: Low] [Rng: All Allies] [Dur: +10s] [Max Tier: Extra High] \n[Crit rate:10.0%] 	Mag.	4		Status Ailment: Enfeeble	When HP is greater than 50.0%	60		12			All Enemies	StatusConditionEffect	Applied Stats Buff Tier Increased				10	Low	Extra High	All Allies	BuffDebuffEnhance	Crit Rate					10.0%		All Enemies	AdditionalEffect								Limited		PATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
3050	Tifa	Lightning's Gloves	Ice	1340.0	Single Enemy	Deal 1340.0% Mag. Ice damage [Rng: Single Enemy] \nIce Resistance Down [Pot: Mid] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \nWhen HP is greater than 70.0%, Applies Exploit Weakness [Pot: 30.0%] [Rng: Self] [Dur: 25s] [Ext: 8s] 	Mag.	4		Ice Resistance Down		25		8	Mid	High	Single Enemy	BuffDebuff	Exploit Weakness	When HP is greater than 70.0%	25		8	30.0%		Self	StatusChangeEffect																	Crossover		MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
3052	Tifa	Demon's Impetus	Non-Elemental	1340.0	Single Enemy	Deal 1340.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nApplies Phys. Damage Bonus [Pot: 40.0%] [Rng: Self] [Dur: 60s] [Ext: 20s] \nWhen HP is greater than 50.0%, PATK Up [Pot: High] [Rng: All Allies] [Dur: 60s] [Ext: 20s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		Phys. Damage Bonus		60		20	40.0%		Self	StatusChangeEffect	PATK Up	When HP is greater than 50.0%	60		20	High	High	All Allies	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Crossover		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
4001	Aerith	Guard Stick	Heal	15.0	Single Ally	Mag. heal is cast [15.0% of Healing Pot.] [Rng: Single Ally] \nMDEF Up [Pot: High] [Rng: Single Ally] [Dur: 38s] [Ext: 12s] [Max pot: High] 	Mag.	4		MDEF Up		38		12	High	High	Single Ally	BuffDebuff																										Featured		ATK Boost I	MATK Boost I	Buff/Debuff Extension I		No limit
4002	Aerith	Silver Staff	Ice	540.0	All Enemies	Deal 540.0% Mag. Ice damage [Rng: All Enemies] 	Mag.	4																																				Featured		ATK Boost I	ATK Boost I	MATK Boost I		No limit
4003	Aerith	Striking Staff	Non-Elemental	900.0	Single Enemy	Deal 900.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Phys.	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Featured		ATK Boost I	ATK Boost I	HEAL Boost I		No limit
4004	Aerith	Mythril Rod	Heal	10.0	All Allies	Mag. heal is cast [10.0% of Healing Pot.] [Rng: All Allies] \nPDEF Up [Pot: Mid] [Rng: All Allies] [Dur: 14s] [Ext: 4s] [Max pot: Mid] \nMDEF Up [Pot: Mid] [Rng: All Allies] [Dur: 14s] [Ext: 4s] [Max pot: Mid] 	Mag.	5		PDEF Up		14		4	Mid	Mid	All Allies	BuffDebuff	MDEF Up		14		4	Mid	Mid	All Allies	BuffDebuff																	Featured		ATK Boost I	ATK Boost I	Buff/Debuff Extension I		No limit
4005	Aerith	Full Metal Staff	Non-Elemental	340.0	All Enemies	Deal 340.0% Phys. Non-Elemental damage [Rng: All Enemies] \nPATK Down [Pot: Mid] [Rng: All Enemies] [Dur: 25s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Phys.	4		PATK Down		25		8	Mid	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																	Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
4007	Aerith	Prism Rod	Wind	800.0	Single Enemy	Deal 800.0% Mag. Wind damage [Rng: Single Enemy] 	Mag.	4																																				Featured		MATK Boost I	HEAL Boost I	◯ Circle Sigil Boost I (+2)		No limit
4008	Aerith	Fairy Tale	Heal	75.0	All Allies	Mag. heal is cast [75.0% of Healing Pot.] [Rng: All Allies] 	Mag.	5																																				Featured		ATK Boost I	MATK Boost I	MATK Boost I		No limit
4009	Aerith	Wizard Staff	Lightning	540.0	All Enemies	Deal 540.0% Mag. Lightning damage [Rng: All Enemies] 	Mag.	4																																				Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
4010	Aerith	Wizer Staff	Earth	540.0	All Enemies	Deal 540.0% Mag. Earth damage [Rng: All Enemies] 	Mag.	4																																				Featured		MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
4014	Aerith	Sun Umbrella	Non-Elemental	540.0	Single Enemy	Deal 540.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: Mid] \nMDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PDEF Down		25		8	Mid	Mid	Single Enemy	BuffDebuff	MDEF Down		25		8	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		ATK Boost I	MATK Boost I	MATK Boost I		No limit
4015	Aerith	Floral Wand	Non-Elemental	420.0	Single Enemy	Deal 420.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: Mid] \nWhen HP is greater than 50.0%, Wind Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	3		PDEF Down		24		8	Mid	Mid	Single Enemy	BuffDebuff	Wind Resistance Down	When HP is greater than 50.0%	24		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		PATK Boost I	ATK Boost (Wind) I	All (Cure Spells) I		No limit
4016	Aerith	Umbrella	Heal	110.0	Single Ally	Mag. heal is cast [110.0% of Healing Pot.] [Rng: Single Ally] \nRemoves PATK Down, MATK Down [Rng: Single Ally] 	Mag.	4		Removes PATK Down, MATK Down							Single Ally	CancelEffect																										Guild		MATK Boost I	MATK Boost I	All (Cure Spells) I		No limit
4018	Aerith	Sea Dragon Staff	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nWater Resistance Down [Pot: Mid] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		Water Resistance Down		28		9	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Grindable		MATK Boost I	MATK Boost I	MATK Boost I		No limit
4019	Aerith	Chocobo Staff	Heal	14.0	Single Ally	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Single Ally] \nMDEF Up [Pot: Mid] [Rng: Single Ally] [Dur: 38s] [Ext: 12s] [Max pot: High] 	Mag.	4		MDEF Up		38		12	Mid	High	Single Ally	BuffDebuff																										Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
4020	Aerith	Snowflake	Ice	540.0	Single Enemy	Deal 540.0% Mag. Ice damage [Rng: Single Enemy] \nMDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Mag.	4		MDEF Down		30		10	Mid	High	Single Enemy	BuffDebuff																										Featured		ATK Boost I	MATK Boost I	All (Cure Spells) I		No limit
4021	Aerith	Ramuh's Staff	Lightning	480.0	Single Enemy	Deal 480.0% Mag. Lightning damage [Rng: Single Enemy] 	Mag.	4																																				Grindable		ATK Boost I	MATK Boost I	MATK Boost I		No limit
4022	Aerith	Garnet's Rod	Heal	14.0	Single Ally	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Single Ally] \nMATK Up [Pot: High] [Rng: Single Ally] [Dur: 38s] [Ext: 12s] [Max pot: High] \nApplies Regen [Rng: Single Ally] [Dur: 15s] [Ext: 3s] 	Mag.	3		MATK Up		38		12	High	High	Single Ally	BuffDebuff	Regen		15		3	30.0%		Single Ally	StatusChangeEffect																	Crossover		ATK Boost I	MATK Boost I	MATK Boost I		No limit
